Facility Name,Longitude,Latitude,Organization Unit Rural_Urban_Semi,Organization Unit Type,Physical Address,Oral Pills (contraception),Injectables,IUDs (contraception),Implants (contraception),Female Sterilization (contraception),Male Sterilization (contraception),Male Medical Circumcision (MMC),TB,Maternal Health,Mental Health,Child Health,Oral health services,Rehabilitation Services,Minor Ailments,Sexually Transmitted Infections Screenings,HIV Testing,HIV Treatment (ART),Oral PrEP,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester
Fouries Pharmacy,28.801412,-25.010424,,Pharmacy,83 Church Street,,,,,,,,,,,,,,,,,,,,
Gaabo Motho Pharmacy,30.334902,-24.681367,,Pharmacy,"2829 Neu Halle Section, Marapyane, Hammanskraal",,,,,,,,,,,,,,,,,,,,
Greater Tubatse Pharmacy,29.3957,-25.16929,,Pharmacy,Limosa Centre,,,,,,,,,,,,,,,,,,,,
Groblersdal Pharmacy,30.32967,-24.67676,,Pharmacy,14 Kruger St,,,,,,,,,,,,,,,,,,,,
Hajees Pharmacy,30.8,-27,,Pharmacy,22 Dirk Winterbach St,,,,,,,,,,,,,,,,,,,,
Health Mart Pharmacy,29.717497,-26.161805,,Pharmacy,"Shop 6 Zain Centrum, 16 Zuid End Street, Piet Retief, 2380",,,,,,,,,,,,,,,,,,,,
Hendrina Pharmacy,28.587254,-26.660114,,Pharmacy,"32 Church Street, Hendrina, 1095",,,,,,,,,,,,,,,,,,,,
Hoeveld Pharmacy,30.451896,-25.09454,,Pharmacy,"18 Stuart St, Balfour, 2410",,,,,,,,,,,,,,,,,,,,
Horison Pharmacy,30.456277,-25.093322,,Pharmacy,32 Voortrekker Street,,,,,,,,,,,,,,,,,,,,
Jasmyn Pharmacy,30.455471,-25.095006,,Pharmacy,19 Viljoen Street,,,,,,,,,,,,,,,,,,,,
Joubert Pharmacy,29.462043,-26.456849,,Pharmacy,"Shop 8 Lydenburg Spar Centre, Cnr Voortrekker & Viljoen Street, Lydenburg, 1120",,,,,,,,,,,,,,,,,,,,
Kark Pharmacy,31.954602,-25.445913,,Pharmacy,44A Chris Hannie Street,,,,,,,,,,,,,,,,,,,,
Komati Pharmacy,31.015264,-25.329667,,Pharmacy,10 Rissik Street,,,,,,,,,,,,,,,,,,,,
Laeveld Pharmacy,29.109424,-26.472069,,Pharmacy,13 Chief Mgiyeni Khumalo Drive,,,,,,,,,,,,,,,,,,,,
Lastinda Pharmacy,28.68037,-26.150204,,Pharmacy,26 Lisbon Street,,,,,,,,,,,,,,,,,,,,
Leading Pharmacy,28.919505,-26.363481,,Pharmacy,"No 7, Fourth Street",,,,,,,,,,,,,,,,,,,,
Leandra Pharmacy,30.451641,-25.09358,,Pharmacy,"13 Norda St, Leslie, Leandra, 2265",,,,,,,,,,,,,,,,,,,,
Lydenburg Pharmacy,29.242452,-26.950605,,Pharmacy,56 Kantoor Street,,,,,,,,,,,,,,,,,,,,
Maximed Pharmacy,29.217827,-26.510751,,Pharmacy,"17 Princess Street, Standerton, 2430",,,,,,,,,,,,,,,,,,,,
Medico Medicine Depot Pharmacy,29.98805,-26.52284,,Pharmacy,Protea Street,,,,,,,,,,,,,,,,,,,,
Melrow Pharmacy,31.05468,-25.79077,,Pharmacy,24 De Klercq Street,,,,,,,,,,,,,,,,,,,,
MG Eksteen Pharmacy,29.455342,-25.763797,,Pharmacy,86 Crown Street,,,,,,,,,,,,,,,,,,,,
Middleburg Pharmacy,29.455342,-25.763797,,Pharmacy,15C Bhimy Damane Street,,,,,,,,,,,,,,,,,,,,
Moms Dagbreek Pharmacy,29.456486,-25.766392,,Pharmacy,9 O.R Thambo Street,,,,,,,,,,,,,,,,,,,,
Moms Ilanga Pharmacy,29.450675,-25.764678,,Pharmacy,"Shop No 3, SADC Street",,,,,,,,,,,,,,,,,,,,
Moms Kanonkop Pharmacy,29.479161,-25.744946,,Pharmacy,"105 Lilian Ngoyi St Kanonkop Lillian Ngoyi St, Kanonkop, Middelburg, 1055",,,,,,,,,,,,,,,,,,,,
Moms Witbank Pharmacy,29.233878,-25.899575,,Pharmacy,"Highveld Centre, Watermeyer St, Del Judor, Emalahleni, 1035",,,,,,,,,,,,,,,,,,,,
Mopani White River Pharmacy,31.016308,-25.329929,,Pharmacy,"Shop 20, Chief M Khumalo Drive",,,,,,,,,,,,,,,,,,,,
Nedmed Pharmacy,28.7445,-25.80422,,Pharmacy,20 Kruger Street,,,,,,,,,,,,,,,,,,,,
Nu Centre Pharmacy,29.244136,-26.955118,,Pharmacy,Shop 26,,,,,,,,,,,,,,,,,,,,
Olifants Pharmacy,29.455336,-25.761968,,Pharmacy,"12, Wonderpark, 29 Walter Sisulu St, Middelburg, 1050",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Marble Hall Pharmacy,29.295896,-24.971253,,Pharmacy,"Shop No 2 Spar Shopping Centre, 2346 Main Road, Marble Hall, Marblehall, 0450",,,,,,,,,,,,,,,,,,,,
Piet Retief Pharmacy,30.803735,-27.007541,,Pharmacy,"27 Church St, Piet Retief, 2380",,,,,,,,,,,,,,,,,,,,
Plein Pharmacy,30.792458,-27.02446,,Pharmacy, 46B Mark Street,,,,,,,,,,,,,,,,,,,,
Protea Medi-wise Pharmacy,29.1824,-26.51121,,Pharmacy,shop 4,,,,,,,,,,,,,,,,,,,,
Rize-Med Pharmacy,31.016667,-25.316667,,Pharmacy,"Shop 14 Dayizenza Mall, R538, White River, 1240",,,,,,,,,,,,,,,,,,,,
Russells Pharmacy,30.991675,-25.472772,,Pharmacy,Shop 31,,,,,,,,,,,,,,,,,,,,
Sanbonani Pharmacy,29.399488,-25.168329,,Pharmacy,"4 Voortrekker St, Groblersdal, 0470",,,,,,,,,,,,,,,,,,,,
Scholtz Pharmacy,29.39754,-25.16713,,Pharmacy,3 Hereferd Street,,,,,,,,,,,,,,,,,,,,
Steelpoort Pharmacy,30.121006,-24.869229,,Pharmacy,"Business Centre, Rhodium Street, Steelpoort, 1133",,,,,,,,,,,,,,,,,,,,
Sukuma (Maverick Trading) Pharmacy,30.97586,-25.47264,,Pharmacy,41 Brown Street,,,,,,,,,,,,,,,,,,,,
Thabong Good Health - Emoyeni Pharmacy,31.004204,-25.498136,,Pharmacy,"75 Emoyeni Mall, Jupiter Street, Mbombela(Nelspruit), 1201",,,,,,,,,,,,,,,,,,,,
Thakanyane Kwagga Pharmacy,28.629249,-25.46026,,Pharmacy,"Shop 43, Moloto Road",,,,,,,,,,,,,,,,,,,,
Transvalia Pharmacy,29.183785,-26.505219,,Pharmacy,"Shop 21, Lurgi Square",,,,,,,,,,,,,,,,,,,,
Vallei Apteek Groblersdal Pharmacy,29.39078,-25.17524,,Pharmacy,"1A Chris Wiid St, Groblersdal, 0470",,,,,,,,,,,,,,,,,,,,
Van Biljon Pharmacy,30.04156,-25.694962,,Pharmacy,23 Fitzgerald Street,,,,,,,,,,,,,,,,,,,,
Van den Burg Pharmacy,30.9777,-25.46902,,Pharmacy,22 Bester Street,,,,,,,,,,,,,,,,,,,,
Van Heerden - Nelspruit Sonpark Pharmacy,30.968842,-25.478647,,Pharmacy,Piet Retief- Madiba Drive,,,,,,,,,,,,,,,,,,,,
Van Heerden - Nelspruit West End Pharmacy,30.972154,-25.493844,,Pharmacy,"Dr Enos Mabuza Dr, Sonheuwel, Nelspruit, 1201",,,,,,,,,,,,,,,,,,,,
Van Heerden - Sabie Pharmacy,30.786713,-25.095218,,Pharmacy,Hoofstraat 97,,,,,,,,,,,,,,,,,,,,
Mopani  - Ilanga Pharmacy,30.957635,-25.469217,,Pharmacy,"Shop LG01, Cnr Flamboyant & Bitterbessie Street",,,,,,,,,,,,,,,,,,,,
Mopani Pharmacy,30.967492,-25.437203,,Pharmacy,Shop 27,,,,,,,,,,,,,,,,,,,,
Pharmacy @ Spar Plaza Pharmacy,30.97926,-25.46759,,Pharmacy,"7 Henshall St, Nelspruit 312-Jt Henshall St, Nelspruit 312-Jt, Nelspruit",,,,,,,,,,,,,,,,,,,,
Driefontein Pharmacy,29.204793,-26.521754,,Pharmacy,"29 Pieter Wenning St, Secunda, 2302",,,,,,,,,,,,,,,,,,,,
Protea Medi-wise Depot Pharmacy,29.199982,-26.513463,,Pharmacy,4 Charl Cilliers Street,,,,,,,,,,,,,,,,,,,,
Trichardt Pharmacy,29.228775,-26.488509,,Pharmacy,"20 Barney Molokwane, Trichardt, Secunda, 2302",,,,,,,,,,,,,,,,,,,,
Ogies Pharmacy,29.05721,-26.04731,,Pharmacy,"17 Van Riebeeck Street, Ogies, 2230",,,,,,,,,,,,,,,,,,,,
Parkmed Pharmacy,29.242784,-25.876347,,Pharmacy,64 Mandela Drive,,,,,,,,,,,,,,,,,,,,
Laeveld + Clinic,31.015264,-25.329667,,Pharmacy,13 Chief Mgiyeni Khumalo Drive,,,,,,,,,,,,,,,,,,,,
Tasbet,29.237273,-25.924686,,Pharmacy,Cnr Boekenhout & Springbok STr,,,,,,,,,,,,,,,,,,,,
Eastdene,29.48013,-25.774822,,Pharmacy,"Shop 14, Cnr Cowen Ntuli & Verdoorn Str",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Whiteriver Mall ,31.021204,-25.326834,,Pharmacy,"SHOP 8 WHITERIVER MALL , WHITERIVER 1074",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Elukwatini,30.79251,-26.039105,,Pharmacy,"Elukwatini Crossing Shopping Centre, Shop 14, Elukwatini, Elukwatini-C, Albert Luthuli Rural, 1190",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Malelane,31.507584,-25.496888,,Pharmacy,"SHOP 12, INKWAZI SHOPPING CENTRE, MALELANE",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Plaza,30.979133,-25.468439,,Pharmacy,"SHOP 48, NELSPRUIT PLAZA, CNR HENSHALL AND BESTER STR",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Groblersdal,29.394643,-25.164917,,Pharmacy,"Shop 14, Game Centre, Cnr Grobler Ave & Barlow street, Groblersdal",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Marble Hall,29.295896,-24.971253,,Pharmacy,"Shop 2, Spar Centre, Main road, Marble hall",,,,,,,,,,,,,,,,,,,,
Ons Pharmacy,18.844107,-29.242307,,Pharmacy,"Shop 11, Havelock Avenue",,,,,,,,,,,,,,,,,,,,
Christiana Pharmacy,25.165477,-27.914404,,Pharmacy,10A Pretorius Street,,,,,,,,,,,,,,,,,,,,
De Aar Pharmacy,24.012341,-30.651059,,Pharmacy,17 Main Street,,,,,,,,,,,,,,,,,,,,
Douglas Pharmacy,23.773858,-29.051892,,Pharmacy,Barkley Street,,,,,,,,,,,,,,,,,,,,
Hopetown Pharmacy,24.08323,-29.62218,,Pharmacy,Church St,,,,,,,,,,,,,,,,,,,,
Jan Kemp Pharmacy,24.834164,-27.924189,,Pharmacy,Grens Street,,,,,,,,,,,,,,,,,,,,
Kakamas Pharmacy,20.619947,-28.772298,,Pharmacy,Voortrekker Street,,,,,,,,,,,,,,,,,,,,
Kathu  Pharmacy,23.046544,-27.696319,,Pharmacy,1421 Rietbok St,,,,,,,,,,,,,,,,,,,,
Libra Pharmacy,24.749644,-28.743956,,Pharmacy,108 Long Street,,,,,,,,,,,,,,,,,,,,
Assembly Pharmacy,24.76605,-28.72851,,Pharmacy,137 Transvaal Road,,,,,,,,,,,,,,,,,,,,
Citi-Kem Pharmacy,24.76039,-28.737036,,Pharmacy,16 Pniel Road,,,,,,,,,,,,,,,,,,,,
Hartswater Pharmacy,24.813338,-27.754073,,Pharmacy,16 DF Malan Street,,,,,,,,,,,,,,,,,,,,
Kimberley Pharmacy,24.76412,-28.73869,,Pharmacy,16 Market Square,,,,,,,,,,,,,,,,,,,,
Kim-Kem Apteek,24.772172,-28.749837,,Pharmacy,Memorial Road,,,,,,,,,,,,,,,,,,,,
Oryx Pharmacy,21.24852,-28.45469,,Pharmacy,62 Mark Street,,,,,,,,,,,,,,,,,,,,
Piet Muller Pharmacy,24.76522,-28.73848,,Pharmacy,52 Market Square,,,,,,,,,,,,,,,,,,,,
Zest Pharmacy,24.7695,-28.7232,,Pharmacy,5 Fig Street,,,,,,,,,,,,,,,,,,,,
Kalahari Pharmacy,23.433623,-27.462658,,Pharmacy,"CNR VOORTREKKER & BEARE STREET, KURUMAN, Kuruman, 8460",,,,,,,,,,,,,,,,,,,,
Palmae Pharmacy,23.439061,-27.463026,,Pharmacy,Frylinck Street,,,,,,,,,,,,,,,,,,,,
Lime Acres Pharmacy,23.525232,-28.355511,,Pharmacy,Jade Street,,,,,,,,,,,,,,,,,,,,
Crystal Pharmacy,24.75073,-28.728578,,Pharmacy,8 Popham Cl,,,,,,,,,,,,,,,,,,,,
Six Pharmacy,21.247398,-28.456276,,Pharmacy,45 Scott Street,,,,,,,,,,,,,,,,,,,,
Upington Pharmacy,21.247094,-28.457566,,Pharmacy,33 Schroder Street,,,,,,,,,,,,,,,,,,,,
Pro-Med Pharmacy,23.108419,-28.309277,,Pharmacy,Progress Building,,,,,,,,,,,,,,,,,,,,
Medi-Dal Pharmacy,21.259986,-34.090615,,Pharmacy,Cnr Dickson & Barry Street,,,,,,,,,,,,,,,,,,,,
Nuweveld Pharmacy,22.582664,-32.347659,,Pharmacy,47 Donkin Street,,,,,,,,,,,,,,,,,,,,
Durbell Blomtuin Pharmacy                                   ,18.649418,-33.884345,,Pharmacy,Suikerbossie Street,,,,,,,,,,,,,,,,,,,,
Bonnievale Pharmacy,20.101417,-33.939926,,Pharmacy,93B Main Road,,,,,,,,,,,,,,,,,,,,
Apteek Ceres,19.312366,-33.369284,,Pharmacy,104 Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Sederkem Apteek                                   ,18.893161,-32.175541,,Pharmacy,Augsberg Ave,,,,,,,,,,,,,,,,,,,,
Darling Pharmacy & Medicine Depot,18.379522,-33.375603,,Pharmacy,18B Main Way,,,,,,,,,,,,,,,,,,,,
Hex-Kem Apteek                                    ,19.665078,-33.476327,,Pharmacy,41 Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Franschhoek Pharmacy,19.117721,-33.908829,,Pharmacy,62 A Hugenot Street,,,,,,,,,,,,,,,,,,,,
Medical Centre Pharmacy,22.457319,-33.957938,,Pharmacy,"Cnr York Street & Gloucester Lane, George, 6529",,,,,,,,,,,,,,,,,,,,
Riverside Pharmacy - George,22.451206,-33.956755,,Pharmacy,7 Herrie Street,,,,,,,,,,,,,,,,,,,,
E Coetzee Pharmacy,22.454139,-33.962725,,Pharmacy,72 York Street,,,,,,,,,,,,,,,,,,,,
Geneva Pharmacy & Medicine Depot,22.488747,-33.960238,,Pharmacy,106 Stander Street,,,,,,,,,,,,,,,,,,,,
King George Pharmacy                              ,22.441455,-33.977353,,Pharmacy,1 York Street,,,,,,,,,,,,,,,,,,,,
Loerie Pharmacy                                   ,22.467823,-33.942563,,Pharmacy,6-4th Avenue,,,,,,,,,,,,,,,,,,,,
Morris Pharmacy,22.457996,-33.959047,,Pharmacy,92 Hibernia Street,,,,,,,,,,,,,,,,,,,,
Pharma Warehouse Pharmacy - George,22.432642,-33.95075,,Pharmacy,"Shop No 7b Heather Park Centre, 1 Witfontein Road, Heather Park, George, 6529",,,,,,,,,,,,,,,,,,,,
Protea Pharmacy,22.455541,-33.960386,,Pharmacy,92 York Street,,,,,,,,,,,,,,,,,,,,
Ress & Van Zyl Pharmacy,22.458087,-33.959865,,Pharmacy,83 Hibernia street,,,,,,,,,,,,,,,,,,,,
Grabouw Pharmacy                                  ,18.986371,-34.158334,,Pharmacy,38 Main Road,,,,,,,,,,,,,,,,,,,,
Grootbrak Apteek CC,22.214718,-34.048221,,Pharmacy,49 Long Street,,,,,,,,,,,,,,,,,,,,
Hartenbos Apteek                                  ,22.111461,-34.12459,,Pharmacy,"Cnr Kaap De Goedehoop & Majuba Avenue, Hartenbos, Mossel Bay, 6520",,,,,,,,,,,,,,,,,,,,
Heidelberg Pharmacy,20.958081,-34.090564,,Pharmacy,33 Fourie street,,,,,,,,,,,,,,,,,,,,
Alex Grant Pharmacy,19.241886,-34.420424,,Pharmacy,66 Main Road,,,,,,,,,,,,,,,,,,,,
Hermanus Apteek                                   ,19.242722,-34.419228,,Pharmacy,145 Main Road,,,,,,,,,,,,,,,,,,,,
Graceland Pharmacy,18.671738,-34.047882,,Pharmacy,"Sop 6, Walter Sisulu Rd",,,,,,,,,,,,,,,,,,,,
Albertyn Pharmacy,19.034578,-34.33956,,Pharmacy," Shop 2,  Main Road",,,,,,,,,,,,,,,,,,,,
Kleinmond Kliniek Pharmacy,19.032715,-34.340237,,Pharmacy,"25 Main Rd, Kleinmond, 7195",,,,,,,,,,,,,,,,,,,,
The Knysna Central Pharmacy                       ,23.048678,-34.035744,,Pharmacy,19 Main Street,,,,,,,,,,,,,,,,,,,,
Knysna Kem Pharmacy,23.049682,-34.032702,,Pharmacy,"Shop 41, Long Street",,,,,,,,,,,,,,,,,,,,
Village Pharmacy                                  ,23.04496,-34.03514,,Pharmacy,43 Main Street,,,,,,,,,,,,,,,,,,,,
Lambertsbaai Pharmacy,18.306278,-32.093961,,Pharmacy,"Shop 2, Main Street",,,,,,,,,,,,,,,,,,,,
Langebaan Pharmacy                                ,18.033733,-33.090573,,Pharmacy,Oostewal Street,,,,,,,,,,,,,,,,,,,,
Geard Pharmacy,18.728675,-33.460875,,Pharmacy,Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Swartland Pharmacy,18.729053,-33.462836,,Pharmacy,Shop 20,,,,,,,,,,,,,,,,,,,,
Montagu Pharmacy                                  ,20.125206,-33.785858,,Pharmacy,"57 Bath St, Bergsig, Montagu, 6720",,,,,,,,,,,,,,,,,,,,
Danabay Medicine Depot,22.051091,-34.193022,,Pharmacy,13 Malva Road,,,,,,,,,,,,,,,,,,,,
Fanie`s Apteek & Medisyne Depot                   ,22.143128,-34.182334,,Pharmacy,93 Marsh Street,,,,,,,,,,,,,,,,,,,,
Fraaikem Pharmacy,22.149857,-34.079682,,Pharmacy,Spar Centre,,,,,,,,,,,,,,,,,,,,
Mosskem Apteek                                    ,22.109792,-34.124479,,Pharmacy,Kompanje Avenue,,,,,,,,,,,,,,,,,,,,
Webb And Savoy Pharmacy                           ,18.472067,-33.949835,,Pharmacy,34 Main Road,,,,,,,,,,,,,,,,,,,,
Onrus Pharmacy                                    ,19.164357,-34.407559,,Pharmacy,"88 Main Rd, Onrus River, Onrus, 7201",,,,,,,,,,,,,,,,,,,,
Watson & Brink Pharmacy,22.205045,-33.590845,,Pharmacy,73 High Street,,,,,,,,,,,,,,,,,,,,
Sentra-Kem Apteek                                 ,18.96172,-33.74409,,Pharmacy,154A Main Street,,,,,,,,,,,,,,,,,,,,
Piketberg Pharmacy,18.757371,-32.906708,,Pharmacy,21 Hoof Street,,,,,,,,,,,,,,,,,,,,
Salmarz Pharmacy,18.489236,-33.942907,,Pharmacy,"Ground Floor, Alexandra Road",,,,,,,,,,,,,,,,,,,,
Plettenberg Bay Medicine Depot,23.370566,-34.055327,,Pharmacy,"No12 , High Street",,,,,,,,,,,,,,,,,,,,
Robberg Pharmacy                                  ,23.371873,-34.062844,,Pharmacy,"Shop 2 Beacon Island Centre, Beacon Island Crescent, Plettenberg Bay, 6600",,,,,,,,,,,,,,,,,,,,
Porterville Apteek                                ,18.993246,-33.011229,,Pharmacy,41 Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Stipp Pharmacy,19.913183,-34.150486,,Pharmacy,"36 Main Rd, Riviersonderend, 7250",,,,,,,,,,,,,,,,,,,,
Robertson Pharmacy,19.881781,-33.803601,,Pharmacy,68 Church Street,,,,,,,,,,,,,,,,,,,,
Wynland Apteek                                    ,19.880762,-33.801846,,Pharmacy,Van Reenen Street,,,,,,,,,,,,,,,,,,,,
Sedgefield Pharmacy                               ,22.801379,-34.014404,,Pharmacy,"Shop 1, Main Street, ",,,,,,,,,,,,,,,,,,,,
Die Boord Pharmacy,18.851295,-33.944185,,Pharmacy,"Shop 14, Saffraam Road ",,,,,,,,,,,,,,,,,,,,
Medi-Health Pharmacy                              ,18.859291,-33.938436,,Pharmacy,"Shop 4, Cnr Dorp & Meul Street",,,,,,,,,,,,,,,,,,,,
Stelkor Kampus Pharmacy,18.859858,-33.939744,,Pharmacy,8 de Beer Street,,,,,,,,,,,,,,,,,,,,
Stelkor Pharmacy,18.859858,-33.939744,,Pharmacy,34 Piet Retief Street,,,,,,,,,,,,,,,,,,,,
Simonsrust Pharmacy,18.878114,-33.926363,,Pharmacy,C/o Cluver & Helshoogte Road,,,,,,,,,,,,,,,,,,,,
Pharma-Kem Pharmacy,18.829454,-34.115986,,Pharmacy,40 Fagan Street ,,,,,,,,,,,,,,,,,,,,
Vitacare Greenways Pharmacy,18.836626,-34.122866,,Pharmacy,"Shop 10, Southside Shopping Centre, Gordon's Bay Road, STRAND",,,,,,,,,,,,,,,,,,,,
Struisbaai Pharmacy                               ,20.052455,-34.801704,,Pharmacy,15 Malvern Drive ,,,,,,,,,,,,,,,,,,,,
Protea Pharmacy                                   ,22.45598,-33.960492,,Pharmacy,140 Voortrekker Street,,,,,,,,,,,,,,,,,,,,
Swellendam Pharmacy                               ,20.44342,-34.020351,,Pharmacy,45 Voortrekker Street,,,,,,,,,,,,,,,,,,,,
Kruger Pharmacy,19.291188,-33.990925,,Pharmacy,36 Main Road,,,,,,,,,,,,,,,,,,,,
Distrik Pharmacy,17.997126,-32.906768,,Pharmacy,35 Main Road,,,,,,,,,,,,,,,,,,,,
Weskem Apteek                                     ,17.988901,-32.906524,,Pharmacy,Main Road,,,,,,,,,,,,,,,,,,,,
Medkem Pharmacy,18.506913,-31.665758,,Pharmacy,"De Keur Centre, 27 Kerk Rd, Vredendal, 8160",,,,,,,,,,,,,,,,,,,,
Vredendal Pharmacy,18.507962,-31.673669,,Pharmacy,"23 Kerk St, Vredendal, 8160",,,,,,,,,,,,,,,,,,,,
Durbell Capegate Pharmacy,18.634983,-33.87405,,Pharmacy,,,,,,,,,,,,,,,,,,,,,
Durbell Sanlamhof Pharmacy,18.660451,-33.908741,,Pharmacy,4 strand Road,,,,,,,,,,,,,,,,,,,,
Durbell Oudehof Pharmacy,18.612723,-33.858677,,Pharmacy,,,,,,,,,,,,,,,,,,,,,
Durbell Panorama Pharmacy,18.581942,-33.883602,,Pharmacy,,,,,,,,,,,,,,,,,,,,,
Durbell Palm Grove Pharmacy,18.647794,-33.833622,,Pharmacy,,,,,,,,,,,,,,,,,,,,,
Medicare Pharmacy                                 ,18.476931,-34.057321,,Pharmacy,Retreat Road,,,,,,,,,,,,,,,,,,,,
Sunningdale Pharmacy                              ,18.50471,-33.82245,,Pharmacy,1 Merlot Avenue,,,,,,,,,,,,,,,,,,,,
M A L Tothills Pharmacy,18.422662,-33.920023,,Pharmacy,18 Lower Burg Street,,,,,,,,,,,,,,,,,,,,
Vitacare Pharmacy Rylands (Unikem),18.54301,-33.969781,,Pharmacy,Klipfontein Road,,,,,,,,,,,,,,,,,,,,
Vitacare Pharmacy - Penlyn,18.522308,-33.988239,,Pharmacy,Bellmore Avenue,,,,,,,,,,,,,,,,,,,,
Anchor Pharmacy                                   ,22.937506,-30.559482,,Pharmacy,28 Lawrence Road,,,,,,,,,,,,,,,,,,,,
Arun Place Pharmacy,18.863771,-34.093119,,Pharmacy,Schaapenberg Road,,,,,,,,,,,,,,,,,,,,
Ascot Pharmacy                                    ,23.04186,-34.036086,,Pharmacy,Knysna Road,,,,,,,,,,,,,,,,,,,,
Athlone Pharmacy                                  ,18.50539,-33.961744,,Pharmacy,29 Old Klipfontein Road,,,,,,,,,,,,,,,,,,,,
Atlantic View Pharmacy,18.439439,-33.729148,,Pharmacy,"Shop 2 , 6th Avenue",,,,,,,,,,,,,,,,,,,,
Atlantis Pharmacy                                 ,18.493998,-33.563562,,Pharmacy,Shop 7,,,,,,,,,,,,,,,,,,,,
Bantry Bay Pharmacy                               ,18.35014,-34.0425,,Pharmacy,29 Victoria Road,,,,,,,,,,,,,,,,,,,,
Barr`s Pharmacy                                   ,18.421795,-33.920699,,Pharmacy,58 Strand Street,,,,,,,,,,,,,,,,,,,,
Baykem Pharmacy,18.856584,-34.14625,,Pharmacy,"24, Village Walk Centre, Faure Marine Dr, Gordons Bay Central, Cape Town",,,,,,,,,,,,,,,,,,,,
Bel-Air Pharmacy,18.647704,-33.947804,,Pharmacy,"Shop 50, Cnr Stellenbosch Rd & Belhar Drive",,,,,,,,,,,,,,,,,,,,
Bel-Kem Pharmacy                                  ,18.689457,-33.921772,,Pharmacy,Amandel Road,,,,,,,,,,,,,,,,,,,,
Blackburn`s Pharmacy                              ,18.480972,-34.030552,,Pharmacy,153 Victoria Road,,,,,,,,,,,,,,,,,,,,
Blooms Chemists                                   ,18.997439,-33.642424,,Pharmacy,3 Kloof Street,,,,,,,,,,,,,,,,,,,,
B M C Pharmacy                                    ,18.64792,-33.94538,,Pharmacy,"70 Belhar Drive, Belhar Ext 20, 7493",,,,,,,,,,,,,,,,,,,,
Bonteheuwel Pharmacy                              ,18.546181,-33.953838,,Pharmacy,488 Bonteheuwel Avenue,,,,,,,,,,,,,,,,,,,,
Braude's Pharmacy,18.503395,-33.96204,,Pharmacy,31 Lawrence Road,,,,,,,,,,,,,,,,,,,,
Brightkem Pharmacy,22.937506,-30.559482,,Pharmacy,50 Brighton Road,,,,,,,,,,,,,,,,,,,,
Cape Town Station Pharmacy                        ,18.42461,-33.92028,,Pharmacy,"Unit 4, Adderley Street",,,,,,,,,,,,,,,,,,,,
Caras Pharmacy                                    ,18.542725,-33.979039,,Pharmacy,129 Comet Road,,,,,,,,,,,,,,,,,,,,
Chavda Pharmacy,18.547981,-33.970535,,Pharmacy,"4 Pluto Road, Surrey Estate, Cape Town",,,,,,,,,,,,,,,,,,,,
Chemcare Pharmacy,18.61873,-34.03894,,Pharmacy,37 Korfbal Street,,,,,,,,,,,,,,,,,,,,
Chemcare Pharmacy - Church Way,18.57121,-34.07304,,Pharmacy,6 Church Way,,,,,,,,,,,,,,,,,,,,
Chinn`s Corner Pharmacy                           ,18.4196,-33.93345,,Pharmacy,169 Buitenkant Street,,,,,,,,,,,,,,,,,,,,
Circle Apteek                                     ,18.419862,-33.922029,,Pharmacy,Main Road,,,,,,,,,,,,,,,,,,,,
City-Kem Pharmacy                                 ,18.48188,-33.92343,,Pharmacy,161B Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Netcare Christiaan Barnard Memorial Pharmacy,18.417918,-33.921926,,Pharmacy,181 Longmarket Street,,,,,,,,,,,,,,,,,,,,
Constantia Pharmacy,18.42937,-34.03471,,Pharmacy,"Shop 25, Constantia Road",,,,,,,,,,,,,,,,,,,,
Culemborg Pharmacy                                ,18.428458,-33.917382,,Pharmacy,Heerengracht Street,,,,,,,,,,,,,,,,,,,,
Cylnor Pharmacy,18.832891,-34.062613,,Pharmacy,Old Stellenbosch Road,,,,,,,,,,,,,,,,,,,,
Eikendal Pharmacy                                 ,18.562911,-33.909801,,Pharmacy,247 Voortrekker Road,,,,,,,,,,,,,,,,,,,,
C A Faull Pharmacy                                ,18.5554,-33.91094,,Pharmacy,169 Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Fir-Kem Pharmacy                                  ,18.525518,-33.980626,,Pharmacy,111 Repulse Road,,,,,,,,,,,,,,,,,,,,
Forest Glade Sunkem Pharmacy                      ,18.457471,-34.066399,,Pharmacy,"Shop 5, Tokai Rd",,,,,,,,,,,,,,,,,,,,
Gatesville Pharmacy                               ,22.937506,-30.559482,,Pharmacy,76 Flat Road,,,,,,,,,,,,,,,,,,,,
Goedehoop Pharmacy,22.937506,-30.559482,,Pharmacy,10 Broadway Road,,,,,,,,,,,,,,,,,,,,
