Facility Name,Longitude,Latitude,Organization Unit Rural_Urban_Semi,Organization Unit Type,Oral Pills (contraception) ,Injectables,IUDs  (contraception) ,Implants (contraception)  ,Female Sterilization (contraception) ,Male Sterilization (contraception) ,Male Medical Circumcision (MMC),TB ,Maternal Health,Mental Health,  Oral health services ,Rehabilitation Services,Minor Ailments,Sexually Transmitted Infections Screenings,HIV Testing ,HIV Treatment (ART) ,Oral PrEP ,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester,AYFS Accredited,CCMDD Pick Up Point,Physical Address
Jazzman Mokhothu Clinic,26.7139,-29.2572,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Not Registered,
Maletsatsi Mabaso Clinic,26.73198,-29.2547,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Molefi Tau Clinic,26.71927,-29.2109,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Potlako Motlohi Clinic,26.72317,-29.2716,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Pule Sefatsa Clinic,26.69123,-29.2614,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
TS Mahloko Clinic,26.71661,-29.243,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Winnie Mandela (Botshabelo) Clinic,26.70333,-29.2182,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Dewetsdorp Mobile 2,26.66978,-29.5794,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Dewetsdorp One Stop Clinic,26.66885,-29.5852,Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Lebohang Clinic,27.02715,-29.7205,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Vanstadensrus Clinic,27.0136,-29.9852,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Dinaane Clinic,26.83132,-29.2275,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Gaongalelwe Clinic,26.80102,-29.1683,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Gaongalelwe Mobile 1,26.80102,-29.1683,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Kgalala Clinic,26.80427,-28.9888,Rural,Clinic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Mafane Clinic,26.81338,-29.1989,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mokwena Clinic,26.84069,-29.1939,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Phetogo Clinic,26.8368,-29.3677,Peri-Urban,Clinic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Seadimo Clinic,26.9845,-29.1004,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Sediba Clinic,26.94302,-29.0289,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Thaba Nchu Clinic,26.84782,-29.218,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Thaba Nchu Mobile 2,26.84855,-29.2159,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Thaba Nchu Mobile 3,26.84855,-29.2159,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Tiger River Clinic,26.78943,-29.1204,Rural,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Tweefontein Clinic,26.92562,-29.3701,Peri-Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Bakenpark Clinic,28.33417,-28.2185,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Bethlehem Clinic,28.30792,-28.2327,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Bethlehem Mobile 1,28.30927,-28.2252,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Bethlehem Mobile 2,28.30927,-28.2252,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Bethlehem Youth Clinic,28.308,-28.233,Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Bohlokong Clinic,28.31608,-28.2242,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Clarens Mobile 1,28.42097,-28.5136,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Dihlabeng Hospital,28.3197,-28.2331,Urban,Regional Hospital,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Elsa du Preez Clinic,28.286868,-28.346583,Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Fateng Tse Ntsho Clinic,27.96736,-28.299,Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Fouriesburg Mobile 1,28.21,-28.6202,Peri-Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,Not Registered,
Itumeleng (Clarens) Clinic,28.42125,-28.5225,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Luchnos Clinic,28.33,-28.22,Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Mphohadi Clinic,28.32575,-28.1977,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Paul Roux Clinic,27.95555,-28.296,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Reitumetse Clinic,28.19552,-28.6206,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Relebohile (Rosendal) Clinic,27.92272,-28.5084,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Unico Clinic,28.263554,-28.33181,Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Agriqwa Farms Mobile 1,28.84905,-28.4825,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Blue Gum Bush Clinic,28.84905,-28.4825,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Boiketlo Clinic,28.82607,-28.5496,Rural,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Bolata Clinic,28.7958,-28.5638,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Dinkweng Clinic,28.89662,-28.6282,Rural,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Eva Mota Clinic,28.86838,-28.6334,Rural,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Harrismith Clinic,29.12667,-28.2726,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Harrismith Mobile 2,29.13451,-28.2734,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Harrismith Mobile 3,29.13451,-28.2734,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Highway Junction Clinic,29.13155,-28.2885,Peri-Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Intabazwe Clinic,29.09673,-28.2529,Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Kestell Mobile 2,28.71082,-28.3129,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Khosatsana Masetjhaba Clinic,29.064773,-28.35258,Urban,Clinic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Kopanong Clinic,28.69812,-28.3312,Urban,Clinic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Registered,
Ma-haig Clinic,28.80137,-28.5193,Peri-Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Makeneng Clinic,28.82157,-28.6144,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Makhalaneng Clinic,28.79135,-28.5508,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Makoane Clinic,28.8882,-28.5346,Rural,Clinic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Marakong Clinic,28.84707,-28.5652,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Matsieng Clinic,28.80095,-28.6015,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Lephoi Clinic,25.97982,-30.4978,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
MEDIOSA (Phuthaditjhaba) Mobile 1,28.82062,-28.52013,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,,Not Registered,
Mofumahadi Manapo Mopeli Hospital,28.80507,-28.537,Peri-Urban,Regional Hospital,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Monontsha Clinic,28.7449,-28.5656,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mphatlalatsane Clinic,28.83678,-28.5093,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Namahali Clinic,28.82963,-28.5836,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Phuthaditjhaba Clinic,28.82062,-28.5201,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Qholaqhwe Clinic,28.85508,-28.5228,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Registered,
Qwa-Qwa Mobile 2,28.7958,-28.5638,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Not Registered,
Sekamotho Mota Clinic,28.85232,-28.6487,Rural,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Tebang Clinic,28.87238,-28.526,Peri-Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Thaba Bosiu Clinic,28.88368,-28.5982,Rural,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Thabang Clinic,28.83058,-28.6094,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Thebe Hospital,29.13805,-28.2722,Urban,District Hospital,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Tina Moloi Clinic,28.85632,-28.6097,Rural,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Tseki Clinic,28.77227,-28.5858,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Tshiame A Clinic,28.99,-28.32,Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Tshiame B Clinic,28.99467,-28.3243,Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Tshirela Clinic,28.80455,-28.6228,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
UFS (Qwaqwa) Campus Clinic,28.822901,-28.486419,Urban,Clinic,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,,Not Registered,
Assisi Mobile 1,27.29217,-29.1829,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Borwa Clinic,27.03003,-29.1962,Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Excelsior Clinic,27.0566,-28.9329,Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Excelsior Mobile 1,27.05645,-28.9336,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Hobhouse Clinic,27.14745,-29.5214,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Hobhouse Mobile 1,27.14333,-29.5289,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Ikaheng Clinic,27.45985,-29.1681,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ladybrand Clinic,27.45902,-29.191,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ladybrand Mobile 1,27.45749,-29.1955,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Manyatseng Clinic,27.4656,-29.1724,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Registered,
Mauersnek Clinic,27.43953,-29.1903,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Senorita Ntlabathi Hospital,27.44807,-29.2029,Urban,District Hospital,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,Not Registered,
Thaba Phatswa Clinic,27.12485,-29.3128,Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Tweespruit Clinic,27.02543,-29.1875,Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Westminister Mobile 1,27.14589,-29.1762,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Leratswana Clinic,27.84397,-28.0277,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Leseding Clinic,27.90737,-27.8815,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Lindley Clinic,27.91588,-27.8813,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Lindley Mobile 1,27.92181,-27.881,Rural,Mobile Service,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Nketoana Hospital,28.41893,-27.8028,Peri-Urban,District Hospital,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Petrus Steyn Mobile 1,28.1279,-27.6502,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Petsana Clinic,28.44652,-27.804,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Rearabetswe Clinic,28.12848,-27.6541,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Registered,
Reitz Clinic,28.41965,-27.803,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Reitz Mobile 1,28.4272,-27.8032,Peri-Urban,Mobile Service,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Bophelong (Vrede) Clinic,29.17362,-27.4183,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Memel Clinic,29.56325,-27.6823,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Phumelela Hospital,29.15583,-27.4335,Urban,District Hospital,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Thusa Bophelo Clinic,28.97803,-27.8363,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Tshepo Themba Clinic,29.156,-27.433,Rural,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Vrede Clinic,29.15528,-27.4343,Urban,Clinic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Vrede Mobile 1,29.15528,-27.4343,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,Not Registered,
Vrede Mobile 2,29.15528,-27.4343,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Zamani Clinic,29.56125,-27.6687,Peri-Urban,Clinic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Clocolan Clinic,27.57423,-28.91,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Clocolan Mobile 1,27.57431,-28.9097,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Ficksburg Mobile 1,27.87961,-28.8777,Rural,Mobile Service,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Ficksburg Mobile 2,27.87961,-28.8777,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Hlohlolwane Clinic,27.55222,-28.9119,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Itemoheng Hospital,27.60552,-28.3274,Urban,District Hospital,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
John Daniel Newberry Hospital,27.57423,-28.91,Urban,District Hospital,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Kokelong Clinic,27.41432,-28.678,Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Registered,
Mamello CHC,27.42652,-28.6668,Urban,Community Health Centre,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Masebabatso Clinic,27.88332,-28.9043,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Matwabeng Clinic,27.6287,-28.3443,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Registered,
Meqheleng Clinic,27.87712,-28.8898,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Nothnagel Clinic,27.42015,-28.6765,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Tembisa Hospital,28.23756,-25.9828,Urban,Provincial Tertiary Hospital,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
OR Tambo (Senekal) Clinic,27.605,-28.328,Rural,Clinic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,,Registered,
Phomolong (Ficksburg) Clinic,27.88183,-28.8943,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Phuthuloha Hospital,27.87202,-28.8813,Urban,District Hospital,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Senekal Clinic,27.60572,-28.3279,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Senekal Farms Clinic,27.61,-28.325,Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Senekal Mobile 1,27.60586,-28.3275,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Soetwater Clinic,27.87588,-28.8748,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Thambo Container Clinic,27.5,-28.4,Rural,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Albert Nzula District Hospital,25.789656,-30.0348,Urban,District Hospital,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,,Not Registered,
Diamond (Diamant) Hospital,25.42315,-29.7603,Urban,District Hospital,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Edenburg Mobile 1,25.93814,-29.7336,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Fauresmith Clinic,25.30937,-29.7446,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Flora Clinic,25.49487,-30.593,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
